config_id,load_profile,net_delay_ms,fault_type,trial_in_session,cold_start,recovered,time_s,message,final_state,trial_id
idle_d0,idle,0,Server Crash,12,False,True,0.702934,"Worker verified — processed task correctly (21×2=42), total tasks: 12",Operational,212
idle_d0,idle,0,Server Crash,13,False,True,0.700511,"Worker verified — processed task correctly (21×2=42), total tasks: 13",Operational,213
idle_d0,idle,0,Server Crash,14,False,True,0.701293,"Worker verified — processed task correctly (21×2=42), total tasks: 14",Operational,214
idle_d0,idle,0,Server Crash,15,False,True,0.70066,"Worker verified — processed task correctly (21×2=42), total tasks: 15",Operational,215
idle_d0,idle,0,Server Crash,16,False,True,0.714966,"Worker verified — processed task correctly (21×2=42), total tasks: 16",Operational,216
idle_d0,idle,0,Server Crash,17,False,True,0.715059,"Worker verified — processed task correctly (21×2=42), total tasks: 17",Operational,217
idle_d0,idle,0,Server Crash,18,False,True,0.700832,"Worker verified — processed task correctly (21×2=42), total tasks: 18",Operational,218
idle_d0,idle,0,Server Crash,19,False,True,0.703766,"Worker verified — processed task correctly (21×2=42), total tasks: 19",Operational,219
idle_d0,idle,0,Server Crash,20,False,True,0.716285,"Worker verified — processed task correctly (21×2=42), total tasks: 20",Operational,220
idle_d0,idle,0,Server Crash,21,False,True,0.710657,"Worker verified — processed task correctly (21×2=42), total tasks: 21",Operational,221
idle_d0,idle,0,Server Crash,22,False,True,0.715701,"Worker verified — processed task correctly (21×2=42), total tasks: 22",Operational,222
idle_d0,idle,0,Server Crash,23,False,True,0.700695,"Worker verified — processed task correctly (21×2=42), total tasks: 23",Operational,223
idle_d0,idle,0,Server Crash,24,False,True,0.703681,"Worker verified — processed task correctly (21×2=42), total tasks: 24",Operational,224
idle_d0,idle,0,Server Crash,25,False,True,0.703713,"Worker verified — processed task correctly (21×2=42), total tasks: 25",Operational,225
idle_d0,idle,0,Server Crash,26,False,True,0.70191,"Worker verified — processed task correctly (21×2=42), total tasks: 26",Operational,226
idle_d0,idle,0,Server Crash,27,False,True,0.701066,"Worker verified — processed task correctly (21×2=42), total tasks: 27",Operational,227
idle_d0,idle,0,Server Crash,28,False,True,0.714404,"Worker verified — processed task correctly (21×2=42), total tasks: 28",Operational,228
idle_d0,idle,0,Server Crash,29,False,True,0.7041,"Worker verified — processed task correctly (21×2=42), total tasks: 29",Operational,229
idle_d0,idle,0,Server Crash,30,False,True,0.709621,"Worker verified — processed task correctly (21×2=42), total tasks: 30",Operational,230
idle_d0,idle,0,Server Crash,31,False,True,0.703093,"Worker verified — processed task correctly (21×2=42), total tasks: 31",Operational,231
idle_d0,idle,0,Server Crash,32,False,True,0.708372,"Worker verified — processed task correctly (21×2=42), total tasks: 32",Operational,232
idle_d0,idle,0,Server Crash,33,False,True,0.702979,"Worker verified — processed task correctly (21×2=42), total tasks: 33",Operational,233
idle_d0,idle,0,Server Crash,34,False,True,0.702938,"Worker verified — processed task correctly (21×2=42), total tasks: 34",Operational,234
idle_d0,idle,0,Server Crash,35,False,True,0.712771,"Worker verified — processed task correctly (21×2=42), total tasks: 35",Operational,235
idle_d0,idle,0,Server Crash,36,False,True,0.715224,"Worker verified — processed task correctly (21×2=42), total tasks: 36",Operational,236
idle_d0,idle,0,Server Crash,37,False,True,0.71497,"Worker verified — processed task correctly (21×2=42), total tasks: 37",Operational,237
idle_d0,idle,0,Server Crash,38,False,True,0.708285,"Worker verified — processed task correctly (21×2=42), total tasks: 38",Operational,238
idle_d0,idle,0,Server Crash,39,False,True,0.703803,"Worker verified — processed task correctly (21×2=42), total tasks: 39",Operational,239
idle_d0,idle,0,Server Crash,40,False,True,0.7105,"Worker verified — processed task correctly (21×2=42), total tasks: 40",Operational,240
idle_d0,idle,0,Server Crash,41,False,True,0.704243,"Worker verified — processed task correctly (21×2=42), total tasks: 41",Operational,241
